var_name,-1,-1,-1,main,0,-1
my_array,1,0,0,func_name,-1,-1
var_name,-1,-1,-1,themax,0,-1
my_array,1,0,0,func_name,-1,-1
var_name,-1,-1,-1,themax,1,-1
max,1,0,0,func_name,-1,-1
var_name,-1,-1,-1,themin,0,-1
my_array,1,0,0,func_name,-1,-1
var_name,-1,-1,-1,themin,1,-1
_min,1,0,0,func_name,-1,-1
