-1,-1,-1,-1,12,-1,0,0,-1
1,2,1,1,-1,-1,-1,-1,-1
1,2,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,20,3,0,0,-1
2,2,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,20,3,1,0,-1
-1,-1,-1,-1,7,0,0,0,-1
2,1,0,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,0,1,0,-1
0,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0
1,2,1,1,-1,-1,-1,-1,-1
0,1,1,0,-1,-1,-1,-1,-1
0,2,1,1,-1,-1,-1,-1,-1
1,2,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,0
1,2,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,16,3,0,0,-1
2,2,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,16,3,1,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,1
0,1,1,0,-1,-1,-1,-1,-1
0,2,1,1,-1,-1,-1,-1,-1
1,2,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,12,-1,1,0,-1
