0,1
1,2
2,3
2,9
3,4
4,5
5,6
6,7
7,8
8,48
9,10
10,11
11,12
12,13
13,14
13,15
14,15
14,59
15,16
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,28
28,29
29,30
30,31
31,32
32,33
32,36
33,34
33,35
34,35
34,59
35,36
36,37
37,38
37,41
38,39
38,40
39,40
39,59
40,41
41,42
42,43
42,46
43,44
43,45
44,45
44,59
45,46
46,47
47,48
48,49
49,2
49,50
50,51
51,52
52,53
53,54
53,56
54,55
54,59
55,58
56,57
56,59
57,58
58,59
