-1,-1,-1,-1,7,-1,0,0,-1
1,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,-1,0,1,-1
1,2,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,-1,1,1,-1
0,3,0,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,13,-1,0,0,-1
1,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,13,-1,1,0,-1
0,3,0,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,-1,1,0,-1
