8,-1,-1,-1,-1,-1,0,-1
5,2,1,1,-1,-1,-1,-1
8,-1,-1,-1,-1,0,0,-1
8,1,0,0,-1,-1,-1,-1
8,-1,-1,-1,-1,0,1,-1
0,1,0,0,-1,-1,-1,-1
3,1,1,0,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,-1,0
3,1,1,0,-1,-1,-1,-1
5,2,1,1,-1,-1,-1,-1
1,1,1,0,-1,-1,-1,-1
5,2,1,1,-1,-1,-1,-1
3,2,1,1,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,-1,1
8,-1,-1,-1,-1,-1,-1,0
8,-1,-1,-1,-1,-1,0,-1
8,-1,-1,-1,-1,-1,1,-1
4,1,1,0,-1,-1,-1,-1
7,1,0,0,-1,-1,-1,-1
2,1,0,0,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,-1,0
7,1,0,0,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,-1,0
8,-1,-1,-1,-1,3,0,-1
8,2,1,1,-1,-1,-1,-1
2,1,0,0,-1,-1,-1,-1
8,-1,-1,-1,-1,3,1,-1
8,-1,-1,-1,-1,-1,-1,1
8,-1,-1,-1,-1,-1,-1,1
3,1,1,0,-1,-1,-1,-1
4,2,1,1,-1,-1,-1,-1
0,2,1,1,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,0,-1
8,-1,-1,-1,-1,-1,1,-1
5,2,1,1,-1,-1,-1,-1
3,2,1,1,-1,-1,-1,-1
6,3,0,1,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,-1,1
8,-1,-1,-1,-1,-1,-1,2
8,-1,-1,-1,-1,-1,1,-1
