-1,-1,-1,-1,13,-1,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,0
1,1,1,0,-1,-1,-1,-1,-1
1,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,3,0,1,-1
2,2,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,3,1,1,-1
0,3,0,1,-1,-1,-1,-1,-1
1,1,1,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,14,1,0,0,-1
2,3,0,1,-1,-1,-1,-1,-1
0,3,0,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,14,1,1,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,13,-1,1,0,-1
